0.27022500 	 1.01290491e+05
0.27679500 	 1.01290904e+05
0.28336500 	 1.01291318e+05
0.28989000 	 1.01291731e+05
0.29646000 	 1.01292145e+05
0.30298500 	 1.01292558e+05
0.30951000 	 1.01292834e+05
0.31599000 	 1.01293247e+05
0.32242500 	 1.01293523e+05
0.32886000 	 1.01293936e+05
0.33525000 	 1.01294212e+05
0.34159500 	 1.01294488e+05
0.34785000 	 1.01294763e+05
0.35406000 	 1.01295039e+05
0.36022500 	 1.01295314e+05
0.36630000 	 1.01295590e+05
0.37228500 	 1.01295866e+05
0.37818000 	 1.01296003e+05
0.38398500 	 1.01296279e+05
0.38970000 	 1.01296417e+05
0.39523500 	 1.01296555e+05
0.40068000 	 1.01296693e+05
0.40599000 	 1.01296830e+05
0.41112000 	 1.01296968e+05
0.41607000 	 1.01297106e+05
0.42084000 	 1.01297244e+05
0.42543000 	 1.01297244e+05
0.42975000 	 1.01297244e+05
0.43384500 	 1.01297244e+05
0.43762500 	 1.01297244e+05
0.44109000 	 1.01297244e+05
0.44419500 	 1.01297244e+05
0.44680500 	 1.01297106e+05
0.44887500 	 1.01297106e+05
0.45000000 	 1.01296830e+05
